Event,Time_CPU,Time_RTC,Ardn_time[ms],ADC[0-0123],SiPM[mV],Deadtime[ms],Temp[C]
5022,12:01:07,1:13:24,3183048,335,61.77,634065,36.90
5023,12:01:07,1:13:24,3183078,511,149.39,634071,36.80
5024,12:01:07,1:13:24,3183120,63,17.91,634077,37.01
5025,12:01:08,1:13:24,3183392,97,21.75,634083,37.12
5026,12:01:08,1:13:24,3183399,193,32.84,634089,37.23
5027,12:01:08,1:13:24,3183412,179,30.55,634096,37.01
5028,12:01:08,1:13:24,3183484,103,22.23,634129,37.01
5029,12:01:08,1:13:24,3183553,463,119.23,634135,37.33
5030,12:01:09,1:13:25,3183638,432,101.61,634141,36.90
5031,12:01:09,1:13:25,3183669,286,49.78,634147,36.58
5032,12:01:10,1:13:26,3183894,364,71.71,634153,37.23
5033,12:01:10,1:13:26,3183945,294,51.51,634159,37.23
5034,12:01:11,1:13:27,3184264,496,144.49,634165,36.58
5035,12:01:11,1:13:27,3184400,428,101.58,634171,36.90
5036,12:01:11,1:13:27,3184448,142,25.64,634177,37.01
5037,12:01:11,1:13:27,3184718,236,40.44,634183,37.23
5038,12:01:11,1:13:27,3184782,352,66.89,634189,36.80
5039,12:01:11,1:13:27,3184886,568,189.84,634195,36.58
5040,12:01:11,1:13:27,3184978,316,56.81,634201,37.12
5041,12:01:12,1:13:28,3185231,211,35.96,634207,37.12
5042,12:01:12,1:13:28,3185240,263,45.37,634213,37.12
5043,12:01:13,1:13:29,3185288,398,85.63,634220,37.01
5044,12:01:13,1:13:29,3185319,611,211.89,634226,37.12
5045,12:01:14,1:13:30,3185412,376,76.43,634232,37.23
5046,12:01:14,1:13:30,3185472,255,43.96,634238,37.23
5047,12:01:14,1:13:30,3185618,295,51.75,634244,36.58
5048,12:01:15,1:13:31,3185660,624,242.54,634250,37.12
5049,12:01:15,1:13:31,3185728,560,175.34,634256,36.58
5050,12:01:16,1:13:32,3185761,336,61.98,634262,37.23
5051,12:01:16,1:13:32,3185841,204,34.73,634268,36.69
5052,12:01:17,1:13:33,3185857,511,149.39,634274,36.58
5053,12:01:17,1:13:33,3185976,316,56.81,634280,36.80
5054,12:01:17,1:13:33,3185997,211,35.96,634286,36.58
5055,12:01:18,1:13:34,3186051,575,187.30,634292,37.23
5056,12:01:18,1:13:34,3186081,248,42.69,634298,36.58
5057,12:01:18,1:13:35,3186105,280,48.67,634304,37.33
5058,12:01:19,1:13:35,3186139,207,35.26,634310,37.01
5059,12:01:19,1:13:35,3186193,252,43.42,634317,37.12
5060,12:01:20,1:13:36,3186288,236,40.44,634323,36.58
5061,12:01:20,1:13:36,3186491,280,48.67,634329,36.90
5062,12:01:21,1:13:37,3186506,231,39.55,634335,37.33
5063,12:01:21,1:13:37,3186531,243,41.74,634341,36.58
5064,12:01:22,1:13:38,3186552,396,85.28,634355,37.01
5065,12:01:22,1:13:38,3186633,254,43.77,634386,37.23
5066,12:01:23,1:13:39,3186704,352,66.89,634392,37.12
5067,12:01:23,1:13:39,3186727,275,47.73,634398,37.01
5068,12:01:23,1:13:39,3186852,192,32.67,634404,37.12
5069,12:01:23,1:13:39,3186934,399,87.30,634410,37.01
5070,12:01:23,1:13:39,3187056,403,88.99,634416,36.80
5071,12:01:23,1:13:39,3187315,255,43.96,634422,37.01
5072,12:01:24,1:13:40,3187804,483,132.60,634428,37.12
5073,12:01:24,1:13:40,3188192,204,34.73,634434,36.58
5074,12:01:25,1:13:41,3188316,419,97.20,634440,36.80
5075,12:01:25,1:13:41,3188441,312,55.68,634446,37.12
5076,12:01:25,1:13:41,3188593,449,112.05,634452,37.01
5077,12:01:26,1:13:42,3188732,519,154.30,634458,36.37
5078,12:01:26,1:13:42,3188825,291,50.97,634464,37.23
5079,12:01:27,1:13:43,3188866,736,412.77,634470,36.58
5080,12:01:27,1:13:43,3189004,403,88.99,634476,36.58
5081,12:01:27,1:13:43,3189015,176,30.09,634482,37.12
5082,12:01:28,1:13:44,3189050,184,31.36,634488,37.01
5083,12:01:28,1:13:44,3189179,248,42.69,634495,37.23
5084,12:01:29,1:13:45,3189203,56,16.76,634501,37.12
5085,12:01:29,1:13:45,3189346,335,61.77,634507,37.12
5086,12:01:30,1:13:46,3189427,358,69.10,634513,37.23
5087,12:01:30,1:13:46,3189592,224,38.29,634519,36.37
5088,12:01:30,1:13:46,3189660,335,61.77,634525,37.12
5089,12:01:30,1:13:46,3189786,591,188.65,634531,37.33
5090,12:01:30,1:13:46,3189873,207,35.26,634537,36.58
5091,12:01:30,1:13:46,3190067,504,143.61,634543,36.37
5092,12:01:30,1:13:46,3190162,444,109.09,634549,37.01
5093,12:01:31,1:13:47,3190302,387,81.05,634555,37.01
5094,12:01:31,1:13:47,3190313,423,97.36,634561,36.58
5095,12:01:31,1:13:47,3190615,255,43.96,634567,36.69
5096,12:01:31,1:13:47,3190742,220,37.58,634573,36.58
5097,12:01:31,1:13:47,3190770,348,65.64,634579,36.80
5098,12:01:32,1:13:48,3190956,344,64.67,634585,37.12
5099,12:01:32,1:13:48,3191043,551,164.56,634591,37.12
5100,12:01:33,1:13:49,3191117,444,109.09,634597,36.90
5101,12:01:33,1:13:49,3191176,120,23.58,634603,36.37
5102,12:01:33,1:13:49,3191207,92,21.32,634609,37.23
5103,12:01:33,1:13:49,3191497,390,82.70,634615,37.23
5104,12:01:33,1:13:50,3191549,448,112.41,634621,37.33
5105,12:01:34,1:13:50,3191760,140,25.42,634627,37.23
5106,12:01:34,1:13:50,3191934,494,141.37,634633,37.12
5107,12:01:35,1:13:51,3192000,291,50.97,634639,36.90
5108,12:01:35,1:13:51,3192015,255,43.96,634645,36.58
5109,12:01:36,1:13:52,3192043,273,47.25,634651,37.12
5110,12:01:36,1:13:52,3192161,159,27.66,634662,37.12
5111,12:01:36,1:13:52,3192203,327,59.28,634668,36.58
5112,12:01:37,1:13:53,3192216,492,134.92,634674,37.23
5113,12:01:37,1:13:53,3192374,67,18.51,634680,37.33
5114,12:01:38,1:13:54,3192437,199,33.86,634686,36.58
5115,12:01:38,1:13:54,3192552,327,59.28,634692,36.58
5116,12:01:39,1:13:55,3192572,291,50.97,634698,36.58
5117,12:01:39,1:13:55,3192717,736,412.77,634704,37.12
5118,12:01:40,1:13:56,3192822,108,22.63,634710,36.58
5119,12:01:40,1:13:56,3192829,207,35.26,634716,37.12
5120,12:01:41,1:13:57,3192848,199,33.86,634723,36.80
5121,12:01:41,1:13:57,3192900,615,227.36,634751,36.80
5122,12:01:42,1:13:58,3193053,444,109.09,634766,37.12
5123,12:01:42,1:13:58,3193079,440,109.25,634772,36.37
5124,12:01:42,1:13:58,3193114,760,464.80,634778,37.23
5125,12:01:43,1:13:59,3193144,158,27.53,634784,36.58
5126,12:01:43,1:13:59,3193197,193,32.84,634790,37.01
5127,12:01:43,1:13:59,3193204,103,22.23,634796,37.23
5128,12:01:43,1:14:0,3193326,543,164.77,634817,36.58
5129,12:01:44,1:14:0,3193367,268,46.26,634823,36.90
5130,12:01:44,1:14:0,3193426,380,78.12,634829,37.12
5131,12:01:45,1:14:1,3193577,220,37.58,634835,37.23
5132,12:01:45,1:14:1,3193587,120,23.58,634841,37.12
5133,12:01:46,1:14:2,3193722,240,41.21,634847,37.01
5134,12:01:46,1:14:2,3193782,440,109.25,634853,37.23
5135,12:01:47,1:14:3,3193883,302,53.30,634859,36.80
5136,12:01:47,1:14:3,3194027,496,144.49,634865,36.80
5137,12:01:47,1:14:3,3194321,536,160.18,634871,37.23
5138,12:01:48,1:14:4,3194427,332,61.17,634877,36.58
5139,12:01:48,1:14:4,3194818,504,143.61,634883,36.80
5140,12:01:49,1:14:5,3194989,268,46.26,634889,36.37
5141,12:01:49,1:14:5,3195014,255,43.96,634895,36.80
5142,12:01:50,1:14:6,3195107,556,174.47,634901,36.37
5143,12:01:50,1:14:6,3195170,71,19.06,634907,36.80
5144,12:01:51,1:14:7,3195238,307,54.48,634913,36.80
5145,12:01:51,1:14:7,3195314,494,141.37,634919,37.01
5146,12:01:52,1:14:8,3195415,480,130.21,634925,36.37
5147,12:01:52,1:14:8,3195461,323,58.48,634931,36.58
5148,12:01:52,1:14:8,3195492,62,17.75,634937,37.01
5149,12:01:53,1:14:9,3195512,179,30.55,634943,36.58
5150,12:01:53,1:14:9,3195591,248,42.69,634949,36.58
5151,12:01:54,1:14:10,3195699,819,689.10,634955,36.37
5152,12:01:54,1:14:10,3195768,398,85.63,634961,36.58
5153,12:01:54,1:14:10,3195827,432,101.61,634967,37.23
5154,12:01:55,1:14:11,3195938,646,271.78,634973,37.23
5155,12:01:55,1:14:11,3196039,582,193.83,634979,36.37
5156,12:01:56,1:14:12,3196145,305,53.88,634985,37.12
5157,12:01:56,1:14:12,3196365,513,148.53,634991,37.01
5158,12:01:56,1:14:13,3196513,248,42.69,634997,37.12
5159,12:01:57,1:14:13,3196526,174,29.79,635003,36.90
5160,12:01:57,1:14:13,3196906,199,33.86,635009,37.23
5161,12:01:58,1:14:14,3197017,224,38.29,635015,37.12
5162,12:01:58,1:14:14,3197038,455,117.03,635021,36.80
5163,12:01:59,1:14:15,3197742,323,58.48,635027,37.01
5164,12:01:59,1:14:15,3197868,542,168.67,635033,36.37
5165,12:01:59,1:14:15,3197988,263,45.37,635039,36.90
5166,12:01:59,1:14:15,3197996,287,50.23,635045,36.58
5167,12:01:59,1:14:15,3198053,188,32.01,635052,37.23
5168,12:01:59,1:14:15,3198132,476,129.76,635058,36.37
5169,12:01:59,1:14:15,3198182,216,36.85,635064,37.23
5170,12:02:00,1:14:16,3198264,224,38.29,635070,36.37
5171,12:02:00,1:14:16,3198442,99,21.91,635076,37.01
5172,12:02:00,1:14:16,3198516,224,38.29,635082,36.37
5173,12:02:00,1:14:16,3198614,143,25.74,635088,37.12
5174,12:02:01,1:14:17,3198675,369,73.42,635094,36.58
5175,12:02:01,1:14:17,3198704,430,101.41,635100,36.37
5176,12:02:02,1:14:18,3198745,344,64.67,635106,37.01
5177,12:02:02,1:14:18,3199078,435,104.92,635112,36.80
5178,12:02:03,1:14:19,3199408,268,46.26,635118,36.90
5179,12:02:03,1:14:19,3199613,76,19.69,635124,36.37
5180,12:02:03,1:14:19,3199887,527,155.96,635130,37.23
5181,12:02:03,1:14:19,3199908,353,67.64,635136,36.58
5182,12:02:04,1:14:20,3199917,455,117.03,635142,37.12
5183,12:02:04,1:14:20,3200002,51,15.86,635168,37.12
5184,12:02:04,1:14:20,3200257,96,21.67,635174,36.37
5185,12:02:04,1:14:20,3200325,259,44.69,635180,36.58
5186,12:02:04,1:14:20,3200335,172,29.49,635186,37.12
5187,12:02:04,1:14:20,3200454,419,97.20,635192,36.58
5188,12:02:05,1:14:21,3200704,83,20.46,635198,37.23
5189,12:02:05,1:14:21,3200765,867,898.02,635204,36.90
5190,12:02:06,1:14:22,3200886,428,101.58,635210,36.37
5191,12:02:06,1:14:22,3200963,448,112.41,635216,37.23
5192,12:02:06,1:14:22,3200988,387,81.05,635222,37.23
5193,12:02:07,1:14:23,3201079,352,66.89,635228,36.90
5194,12:02:07,1:14:23,3201114,707,320.63,635234,36.37
5195,12:02:08,1:14:24,3201219,108,22.63,635240,36.37
5196,12:02:08,1:14:24,3201247,192,32.67,635246,37.12
5197,12:02:09,1:14:25,3201318,376,76.43,635252,36.58
5198,12:02:09,1:14:25,3201405,295,51.75,635258,36.58
5199,12:02:10,1:14:26,3201496,326,59.13,635264,36.58
5200,12:02:10,1:14:26,3201504,97,21.75,635270,36.90
5201,12:02:10,1:14:27,3201519,188,32.01,635276,36.80
5202,12:02:11,1:14:27,3201846,63,17.91,635305,37.12
5203,12:02:11,1:14:27,3201982,719,344.94,635311,37.01
5204,12:02:12,1:14:28,3202018,177,30.25,635317,37.01
5205,12:02:12,1:14:28,3202180,575,187.30,635323,37.12
5206,12:02:13,1:14:29,3202211,432,101.61,635329,36.80
5207,12:02:13,1:14:29,3202380,287,50.23,635335,37.12
5208,12:02:14,1:14:30,3202452,268,46.26,635341,36.90
5209,12:02:14,1:14:30,3202742,408,90.57,635347,36.37
5210,12:02:15,1:14:31,3202863,408,90.57,635353,36.58
5211,12:02:15,1:14:31,3202879,280,48.67,635359,37.23
5212,12:02:15,1:14:31,3203149,307,54.48,635365,36.90
5213,12:02:16,1:14:32,3203239,248,42.69,635371,37.01
5214,12:02:16,1:14:32,3203401,268,46.26,635377,36.90
5215,12:02:17,1:14:33,3203493,499,141.24,635383,37.23
5216,12:02:17,1:14:33,3203573,67,18.51,635389,36.58
5217,12:02:17,1:14:34,3203585,248,42.69,635395,36.58
5218,12:02:18,1:14:34,3203704,504,143.61,635401,36.58
5219,12:02:18,1:14:34,3203713,295,51.75,635407,37.01
5220,12:02:19,1:14:35,3204061,417,95.20,635415,36.58
5221,12:02:19,1:14:35,3204163,83,20.46,635421,36.37
5222,12:02:20,1:14:36,3204276,248,42.69,635427,37.01
5223,12:02:20,1:14:36,3204319,176,30.09,635433,36.90
5224,12:02:21,1:14:37,3204426,376,76.43,635439,36.37
5225,12:02:21,1:14:37,3204594,387,81.05,635445,36.90
5226,12:02:21,1:14:37,3204826,243,41.74,635451,36.58
5227,12:02:22,1:14:38,3204841,76,19.69,635457,36.58
5228,12:02:22,1:14:38,3204899,519,154.30,635463,36.58
5229,12:02:23,1:14:39,3204952,316,56.81,635469,36.58
5230,12:02:23,1:14:39,3204985,147,26.19,635475,36.58
5231,12:02:24,1:14:40,3205060,462,120.87,635481,36.37
5232,12:02:24,1:14:40,3205116,414,93.93,635487,36.80
5233,12:02:25,1:14:41,3205170,492,134.92,635493,36.90
5234,12:02:25,1:14:41,3205505,211,35.96,635499,36.37
5235,12:02:25,1:14:41,3205525,844,916.36,635505,36.80
5236,12:02:26,1:14:42,3205586,143,25.74,635511,36.90
5237,12:02:26,1:14:42,3205676,384,80.08,635517,36.58
5238,12:02:26,1:14:43,3205695,248,42.69,635524,37.12
5239,12:02:27,1:14:43,3205782,63,17.91,635530,37.01
5240,12:02:27,1:14:43,3205807,243,41.74,635536,37.01
5241,12:02:28,1:14:44,3206327,124,23.92,635542,37.23
5242,12:02:28,1:14:44,3206338,287,50.23,635548,36.37
5243,12:02:29,1:14:45,3206484,396,85.28,635554,37.01
5244,12:02:29,1:14:45,3206498,368,72.93,635560,37.01
5245,12:02:29,1:14:45,3206612,248,42.69,635566,37.23
5246,12:02:29,1:14:46,3206717,312,55.68,635572,37.12
5247,12:02:30,1:14:46,3206740,391,82.35,635578,36.37
5248,12:02:30,1:14:46,3206900,176,30.09,635584,37.12
5249,12:02:30,1:14:46,3206944,316,56.81,635590,37.12
5250,12:02:30,1:14:46,3207064,807,770.01,635596,37.23
5251,12:02:30,1:14:46,3207071,339,62.98,635602,36.58
5252,12:02:30,1:14:46,3207335,60,17.43,635611,36.37
5253,12:02:30,1:14:46,3207467,295,51.75,635617,36.58
5254,12:02:30,1:14:46,3207596,359,69.86,635623,37.12
5255,12:02:31,1:14:47,3207790,56,16.76,635629,36.58
5256,12:02:31,1:14:47,3207863,248,42.69,635635,37.12
5257,12:02:31,1:14:47,3207929,211,35.96,635641,36.37
5258,12:02:31,1:14:47,3207961,216,36.85,635647,37.23
5259,12:02:31,1:14:47,3208038,270,46.71,635653,36.58
5260,12:02:31,1:14:47,3208128,137,25.12,635659,36.37
5261,12:02:32,1:14:48,3208144,352,66.89,635665,36.80
5262,12:02:32,1:14:48,3208271,263,45.37,635671,37.23
5263,12:02:33,1:14:49,3208302,248,42.69,635677,36.37
5264,12:02:33,1:14:49,3208320,230,39.39,635683,36.58
5265,12:02:34,1:14:50,3208506,192,32.67,635689,36.58
5266,12:02:34,1:14:50,3208805,275,47.73,635695,37.12
5267,12:02:35,1:14:51,3208875,236,40.44,635701,36.58
5268,12:02:35,1:14:51,3208925,275,47.73,635707,36.80
5269,12:02:35,1:14:51,3209125,88,20.96,635713,36.58
5270,12:02:36,1:14:52,3209286,263,45.37,635719,37.12
5271,12:02:36,1:14:52,3209316,696,307.73,635725,37.12
5272,12:02:37,1:14:53,3209341,179,30.55,635731,37.12
5273,12:02:37,1:14:53,3209367,824,662.09,635737,36.80
5274,12:02:38,1:14:54,3209382,318,57.28,635751,36.58
5275,12:02:38,1:14:54,3209575,352,66.89,635787,36.80
5276,12:02:38,1:14:55,3209774,432,101.61,635793,37.01
5277,12:02:39,1:14:55,3209786,415,95.00,635799,37.01
5278,12:02:39,1:14:55,3209795,287,50.23,635805,37.01
5279,12:02:40,1:14:56,3209889,527,155.96,635839,37.12
5280,12:02:40,1:14:56,3209925,472,125.87,635845,36.37
5281,12:02:40,1:14:57,3209969,241,41.39,635851,36.80
5282,12:02:41,1:14:57,3209998,355,68.30,635857,36.90
5283,12:02:41,1:14:57,3210255,103,22.23,635863,37.12
5284,12:02:41,1:14:57,3210287,327,59.28,635869,36.90
5285,12:02:42,1:14:58,3210431,992,2321.66,635875,36.80
5286,12:02:42,1:14:58,3210452,463,119.23,635881,36.80
5287,12:02:43,1:14:59,3210501,184,31.36,635887,37.12
5288,12:02:43,1:14:59,3210562,295,51.75,635893,36.90
5289,12:02:43,1:15:0,3210639,390,82.70,635899,37.12
5290,12:02:44,1:15:0,3210656,368,72.93,635905,36.80
5291,12:02:44,1:15:0,3210742,305,53.88,635911,37.01
5292,12:02:45,1:15:1,3210781,423,97.36,635917,36.80
5293,12:02:45,1:15:1,3210795,270,46.71,635923,36.37
5294,12:02:46,1:15:2,3211110,225,38.48,635929,37.01
5295,12:02:46,1:15:2,3211154,231,39.55,635935,36.58
5296,12:02:46,1:15:2,3211203,225,38.48,635941,36.37
5297,12:02:46,1:15:2,3211285,96,21.67,635947,37.12
5298,12:02:47,1:15:3,3211365,368,72.93,635953,36.58
5299,12:02:47,1:15:3,3211533,127,24.18,635959,36.80
5300,12:02:47,1:15:4,3211799,158,27.53,635965,36.37
5301,12:02:48,1:15:4,3211817,120,23.58,635971,36.58
5302,12:02:48,1:15:4,3211841,412,92.93,635977,37.12
5303,12:02:49,1:15:5,3211897,92,21.32,635989,36.80
5304,12:02:49,1:15:5,3212104,134,24.82,635996,37.12
5305,12:02:49,1:15:5,3212236,96,21.67,636002,37.23
5306,12:02:50,1:15:6,3212276,192,32.67,636008,36.58
5307,12:02:50,1:15:6,3212393,399,87.30,636014,36.37
5308,12:02:51,1:15:7,3212549,312,55.68,636020,36.58
5309,12:02:51,1:15:7,3212618,526,158.17,636026,37.01
5310,12:02:52,1:15:8,3212630,240,41.21,636032,36.37
5311,12:02:52,1:15:8,3212708,384,80.08,636038,36.80
5312,12:02:52,1:15:8,3212814,327,59.28,636044,37.01
5313,12:02:53,1:15:9,3212833,568,189.84,636050,36.37
5314,12:02:53,1:15:9,3212981,385,80.11,636056,36.37
5315,12:02:54,1:15:10,3212989,124,23.92,636062,36.80
5316,12:02:54,1:15:10,3213024,135,24.92,636068,36.37
5317,12:02:55,1:15:11,3213072,412,92.93,636078,36.37
5318,12:02:55,1:15:11,3213186,255,43.96,636084,36.58
5319,12:02:55,1:15:12,3213292,295,51.75,636090,36.90
5320,12:02:56,1:15:12,3213367,236,40.44,636096,36.37
5321,12:02:56,1:15:12,3213417,319,57.64,636102,36.58
5322,12:02:56,1:15:12,3213426,307,54.48,636108,37.23
5323,12:02:57,1:15:13,3213753,408,90.57,636114,36.58
5324,12:02:57,1:15:13,3213819,399,87.30,636120,37.12
5325,12:02:58,1:15:14,3214067,575,187.30,636126,36.37
5326,12:02:58,1:15:14,3214203,399,87.30,636132,36.37
5327,12:02:58,1:15:14,3214213,135,24.92,636139,36.37
5328,12:02:58,1:15:14,3214235,81,20.25,636145,37.23
5329,12:02:58,1:15:14,3214392,327,59.28,636165,36.58
5330,12:02:58,1:15:14,3214468,248,42.69,636171,36.58
5331,12:02:58,1:15:14,3214617,240,41.21,636177,36.90
5332,12:02:59,1:15:15,3214670,99,21.91,636183,36.58
5333,12:02:59,1:15:15,3214711,398,85.63,636189,37.12
5334,12:03:00,1:15:16,3214725,376,76.43,636195,37.23
5335,12:03:00,1:15:16,3214830,398,85.63,636201,37.12
5336,12:03:01,1:15:17,3214892,147,26.19,636207,36.58
5337,12:03:01,1:15:17,3215101,103,22.23,636213,37.12
5338,12:03:01,1:15:18,3215109,252,43.42,636219,37.01
5339,12:03:02,1:15:18,3215296,856,997.78,636227,37.01
5340,12:03:02,1:15:18,3215355,92,21.32,636233,36.58
5341,12:03:02,1:15:18,3215536,280,48.67,636239,36.37
5342,12:03:02,1:15:18,3215545,563,181.65,636245,36.58
5343,12:03:02,1:15:18,3215676,115,23.18,636251,36.58
5344,12:03:03,1:15:19,3215708,255,43.96,636257,37.01
5345,12:03:03,1:15:19,3216013,444,109.09,636263,36.37
5346,12:03:03,1:15:19,3216112,312,55.68,636269,36.37
5347,12:03:03,1:15:19,3216142,719,344.94,636275,37.12
5348,12:03:03,1:15:19,3216221,110,22.78,636281,37.12
5349,12:03:03,1:15:19,3216267,568,189.84,636287,37.01
5350,12:03:04,1:15:20,3216473,387,81.05,636293,36.80
5351,12:03:04,1:15:20,3216515,160,27.80,636299,36.37
5352,12:03:04,1:15:20,3216600,216,36.85,636305,37.01
5353,12:03:05,1:15:21,3216625,280,48.67,636311,36.90
5354,12:03:05,1:15:21,3216763,159,27.66,636317,36.58
5355,12:03:05,1:15:21,3216964,227,38.83,636323,36.58
5356,12:03:05,1:15:21,3217333,88,20.96,636329,36.58
5357,12:03:05,1:15:21,3217368,113,23.02,636335,37.12
5358,12:03:05,1:15:21,3217378,268,46.26,636341,36.80
5359,12:03:05,1:15:21,3217388,376,76.43,636348,36.58
5360,12:03:05,1:15:21,3217503,480,130.21,636384,36.37
5361,12:03:05,1:15:21,3217612,127,24.18,636390,37.12
5362,12:03:05,1:15:21,3217756,273,47.25,636396,37.23
5363,12:03:05,1:15:21,3217772,295,51.75,636402,37.12
5364,12:03:05,1:15:21,3217852,152,26.78,636408,36.58
5365,12:03:06,1:15:22,3217907,48,15.29,636414,37.01
5366,12:03:06,1:15:22,3217950,359,69.86,636420,36.58
5367,12:03:07,1:15:23,3218034,48,15.29,636426,36.37
5368,12:03:07,1:15:23,3218123,255,43.96,636432,36.58
5369,12:03:07,1:15:23,3218185,376,76.43,636438,37.12
5370,12:03:08,1:15:24,3218546,248,42.69,636444,36.58
5371,12:03:08,1:15:24,3218678,639,249.88,636450,36.58
5372,12:03:08,1:15:24,3218753,174,29.79,636456,36.58
5373,12:03:08,1:15:24,3218984,408,90.57,636462,36.58
5374,12:03:09,1:15:25,3218998,497,142.37,636468,36.37
5375,12:03:09,1:15:25,3219059,455,117.03,636474,36.37
5376,12:03:09,1:15:25,3219211,304,53.73,636480,36.58
5377,12:03:10,1:15:26,3219218,291,50.97,636486,36.37
5378,12:03:10,1:15:26,3219351,280,48.67,636494,37.01
5379,12:03:11,1:15:27,3219489,334,61.44,636500,37.01
5380,12:03:11,1:15:27,3219501,300,52.79,636507,36.37
5381,12:03:11,1:15:28,3219647,166,28.62,636513,36.80
5382,12:03:12,1:15:28,3219737,135,24.92,636519,36.37
5383,12:03:12,1:15:28,3219972,49,15.48,636525,37.12
5384,12:03:13,1:15:29,3220515,287,50.23,636531,36.58
5385,12:03:13,1:15:29,3220710,704,326.52,636537,37.12
5386,12:03:14,1:15:30,3220745,499,141.24,636543,36.58
5387,12:03:14,1:15:30,3220787,355,68.30,636549,37.01
5388,12:03:15,1:15:31,3220807,248,42.69,636555,36.80
5389,12:03:15,1:15:31,3220990,199,33.86,636561,36.80
5390,12:03:16,1:15:32,3221126,384,80.08,636567,36.58
5391,12:03:16,1:15:32,3221154,65,18.22,636573,37.01
5392,12:03:16,1:15:32,3221216,448,112.41,636579,36.37
5393,12:03:16,1:15:32,3221295,195,33.17,636585,36.37
5394,12:03:16,1:15:32,3221356,67,18.51,636591,36.58
5395,12:03:16,1:15:32,3221443,371,73.82,636597,37.01
5396,12:03:17,1:15:33,3221486,448,112.41,636603,37.01
5397,12:03:17,1:15:33,3221758,419,97.20,636609,36.80
5398,12:03:18,1:15:34,3221783,71,19.06,636615,37.01
5399,12:03:18,1:15:34,3221900,391,82.35,636621,36.90
5400,12:03:19,1:15:35,3221933,243,41.74,636627,36.80
5401,12:03:19,1:15:35,3221971,335,61.77,636633,37.12
5402,12:03:19,1:15:35,3222022,332,61.17,636639,36.37
5403,12:03:20,1:15:36,3222080,359,69.86,636645,37.01
5404,12:03:20,1:15:36,3222547,231,39.55,636651,37.23
5405,12:03:20,1:15:36,3222649,217,37.04,636657,36.37
5406,12:03:21,1:15:37,3222688,304,53.73,636663,36.58
5407,12:03:21,1:15:37,3222966,337,62.30,636669,36.58
5408,12:03:22,1:15:38,3223045,312,55.68,636675,37.01
5409,12:03:22,1:15:38,3223087,384,80.08,636681,37.01
5410,12:03:23,1:15:39,3223143,287,50.23,636687,36.37
5411,12:03:23,1:15:39,3223265,206,35.07,636693,36.37
5412,12:03:23,1:15:40,3223312,79,20.03,636699,37.01
5413,12:03:24,1:15:40,3223467,287,50.23,636705,36.58
5414,12:03:24,1:15:40,3223481,199,33.86,636711,36.80
5415,12:03:25,1:15:41,3223555,376,76.43,636717,36.37
5416,12:03:25,1:15:41,3223682,524,150.73,636723,36.58
5417,12:03:26,1:15:42,3223810,192,32.67,636729,36.80
5418,12:03:26,1:15:42,3223832,56,16.76,636735,36.80
5419,12:03:27,1:15:43,3223909,220,37.58,636741,37.12
5420,12:03:27,1:15:43,3223933,83,20.46,636747,36.37
